id,condition,camera,hand_count,baseline_hand_rmse_px,baseline_wrist_rmse_px,baseline_silhouette_iou,body_only_hand_rmse_px,body_only_wrist_rmse_px,body_only_silhouette_iou,final_hand_rmse_px,final_wrist_rmse_px,final_silhouette_iou
cam3_left_lower_t15.000s_f000895,condition_01_normal_pose,cam3,2,9.676721077006782,9.874053474332472,0.7815631555301581,4.603988364631184,0.6908046717402121,0.8722886092880919,4.715635998876811,0.6908046717402121,0.9397257650345214
cam4_right_lower_t15.000s_f000895,condition_01_normal_pose,cam4,2,9.530615484490527,10.017467526808614,0.7931510469454199,4.811383040541849,0.6179479041547385,0.8062737291521431,5.210909825812363,0.6179479041547385,0.9244502752393029
cam3_left_lower_t037.000s_f002209,condition_02_hand_object_interaction,cam3,2,11.780952397010477,12.243224960916427,0.80842512572769,3.917286073204207,1.4557651693111437,0.8818722909372937,5.001659041980714,1.4557651693111437,0.9211104375944414
cam4_right_lower_t037.000s_f002208,condition_02_hand_object_interaction,cam4,2,16.114412674906795,16.77355314112868,0.7269337587119026,4.180389765217191,0.3906341570483897,0.8725495973194648,4.800487999195583,0.3906341570483897,0.9434482215303119
cam3_left_lower_t45.000s_f002686,condition_03_hand_object_occlusion,cam3,1,44.62409923194508,38.02628257015699,0.6794031853722636,23.572908108035342,8.729235823826274,0.754356789979383,23.572908108035342,8.729235823826274,0.754356789979383
cam4_right_lower_t45.000s_f002686,condition_03_hand_object_occlusion,cam4,2,74.62385920839672,75.09538171100597,0.538303920086885,39.00972538441026,37.62175840583855,0.6726206350935917,39.9067981935684,37.62175840583855,0.7356683350267097
cam3_left_lower_t35.000s_f002089,condition_04_failure_case,cam3,2,9.347816929373248,8.280843615220377,0.35300776361255926,6.269038113827707,0.7428336024135046,0.44810828588118523,3.662417948642316,0.7428336024135046,0.6002979347855036
cam4_right_lower_t35.000s_f002089,condition_04_failure_case,cam4,1,27.905849512163535,23.84551185673926,0.5342435586875137,7.2246700539384925,0.25528356388410867,0.8258532652512766,2.6244472993934043,0.25528356388410867,0.7804177545691906
