id,camera,condition,detected_hands,before_wilor_hand_fit,before_manual_elbow_wrist,fused_wilor_hand_fit,fused_manual_elbow_wrist,manual_wilor_hand_fit,manual_manual_elbow_wrist
cam3_left_lower_t15.000s_f000895,cam3,condition_01_normal_pose,2,57.2470035539442,13.113164979641441,7.598540078359709,18.976473619866237,54.74784682213598,8.064188870476988
cam4_right_lower_t15.000s_f000895,cam4,condition_01_normal_pose,2,45.81623837085737,9.882306772235701,8.773269781637367,8.723076832897766,56.55939971663861,6.149549229461358
cam3_left_lower_t037.000s_f002209,cam3,condition_02_hand_object_interaction,2,30.89020238749291,11.212258921415117,6.426527394035306,10.364030569023083,44.98013418402842,7.746468193878583
cam4_right_lower_t037.000s_f002208,cam4,condition_02_hand_object_interaction,2,41.309013986626624,9.030959791006905,6.103775289923924,13.615403176909043,121.58980616050124,4.595621912961539
cam3_left_lower_t45.000s_f002686,cam3,condition_03_hand_object_occlusion,1,238.87580007338696,417.62052756187245,194.0797812886683,418.66209266904093,5839.161374113681,398.4433374905351
cam4_right_lower_t45.000s_f002686,cam4,condition_03_hand_object_occlusion,2,105.17018270529873,8.931370256778498,82.9871792014786,6.905501172166118,261.7807569700722,0.3363629804905635
cam3_left_lower_t35.000s_f002089,cam3,condition_04_failure_case,2,154.4054315976028,35.486393883559515,87.41975324962296,51.69707885644282,33.94044728136766,0.4961122128842442
cam4_right_lower_t35.000s_f002089,cam4,condition_04_failure_case,1,346.8569554115655,42.7416205833323,64.42861015467652,62.92566909560505,119.91970614272131,1.0728612056279567
