id,time_s,body_points,hand_points,raw_body_rmse_px,raw_hand_rmse_px,body_body_rmse_px,body_hand_rmse_px,fusion_body_rmse_px,fusion_hand_rmse_px
cam3_left_lower_t009.699s_f000576,9.69949696444059,13,42,944.3326434781754,1146.4860597265808,30.97861586421315,34.83686827527131,32.3343587043835,4.942340152315507
cam4_right_lower_t009.712s_f000574,9.712136274509804,13,42,1819.4756942971674,436.593217150897,29.88031072395602,45.40729532267255,29.572199877013656,4.390731760780902
cam3_left_lower_t029.115s_f001729,29.115330297773923,13,42,527.6281259472503,901.0428307703113,27.209276122317664,29.631592829829724,26.381746353234636,3.078495524852762
cam4_right_lower_t029.119s_f001721,29.119488725490196,13,42,495.71926697448623,613.3468211214497,30.30975063806213,24.73654895812852,27.90835626830317,3.3044465898093445
cam3_left_lower_t048.531s_f002882,48.53116363110726,12,42,692.8083496744722,284672.7969038904,27.394874197008612,46.2839517292557,27.269733119989393,5.534113650094776
cam4_right_lower_t048.527s_f002868,48.52684117647059,12,42,154.18277333409947,1147.7793352839499,14.619166897878838,43.4462807365768,17.034715602842798,5.400272721210715
cam3_left_lower_t067.947s_f004035,67.94699696444059,12,42,3338.1572091164144,40484.23879162627,81.04154979582532,214.72499652567993,60.34846901748737,4.424953895756537
cam4_right_lower_t067.934s_f004015,67.93419362745098,12,42,854.392976066669,9832.919827636457,12.16893045587246,41.324193287440536,12.573445577818102,3.440371479457915
